 sex row_number liters_drunk age drink check_number
653 - 20.0 1 77 Bugbeer 5420
654 M 21.0 3 53 Fanta 1238
655 Ж 40.0 4 72 "Strong beer" 7871
656 м 100.0 2 48 Fanta 999
657 - 41.0 0 39 Beerbeer 3616
658 "Не указан"  4 64 Beerbeer 3916
659 - 30.0 1 21 Cola 5370
660 Ж 87.0 1 39 Cola 8946
661 - 39.0 0 36 Fanta 8761
662 "Не указан" 56.0 0 19 Water 974
663 - 35.0 2 19 Fanta 4117
664 "Не указан" 27.0 1 60 "Strong beer" 7027
665 Ж 46.0 1 21 Cola 8449
666 Ж 0.0 3 48 Beerbeer 90
667 Ж 14.0 1 13 Cola 1225
668 м 46.0 1 62 Bugbeer 377
669 Ж 30.0 1 66 Water 8412
670 ж 68.0 0 26 Water 8498
671 "Не указан" 6.0 2 51 Fanta 8365
672 - 78.0 5 10 Water 1588
673 м 28.0 5 39 Bugbeer 8217
674 Ж 48.0 1 27 Bugbeer 7396
675 "Не указан" 86.0 2 71 "Strong beer" 2476
676 M 58.0 4 50 Beerbeer 368
677 м 54.0 1 58 Cola 3569
678 - 64.0 5 17 Fanta 4851
679 - 59.0 1 10 Cola 3233
680 Ж 5.0 2 71 Beerbeer 7293
681 - 82.0 0 22 Cola 9606
682 M 38.0 4 58 Fanta 5053
683 - 75.0 0 33 Bugbeer 4937
684 ж 52.0 0 26 "Strong beer" 1229
685 "Не указан" 97.0 1 69 Beerbeer 460
686 "Не указан" 94.0 5 74 "Strong beer" 8239
687 м 100.0 0 36 Cola 4481
688 "Не указан" 19.0 5 24 Water 1331
689 "Не указан" 99.0 2 45 "Strong beer" 5724
690 м 51.0 4 53 Beerbeer 2266
691 - 63.0 5 46 Fanta 7885
692 M 62.0 2 70 "Strong beer" 2146
693 м 46.0 1 14 Water 1343
694 - 59.0 2 69 Water 3138
695 - 68.0 1 52 Water 3767
696 - 28.0 1 29 Bugbeer 1600
697 - 28.0 3 16 Cola 5871
698 "Не указан" 93.0 4 22 Fanta 480
699 м 42.0 0 30 "Strong beer" 4804
700 - 30.0 1 30 Beerbeer 3428
701 "Не указан" 75.0 2 47 Water 322
702 "Не указан" 25.0 2 54 Cola 1000
703 "Не указан" 37.0 -1 64 Cola 6420
704 "Не указан" 38.0 5 76 Fanta 1143
705 ж 58.0 5 80 Beerbeer 6902
706 "Не указан" 8.0 5 67 Water 4025
707 м 100.0 0 49 Bugbeer 3340
708 M 15.0 4 23 Cola 9819
709 ж 25.0 1 27 Beerbeer 6599
710 ж  4 35 Fanta 5057
711 ж  4 27 "Strong beer" 6888
712 - 9.0 0 32 Beerbeer 5596
713 ж  5 77 Fanta 4950
714 Ж 86.0 1 15 Water 4894
715 м 71.0 2 49 "Strong beer" 4253
716 "Не указан" 58.0 2 23 Beerbeer 1648
717 Ж 29.0 5 73 Fanta 1628
718 - 97.0 1 68 Cola 1966
719 M 45.0 4 71 "Strong beer" 9464
720 "Не указан" 57.0 4 43 Fanta 4936
721 - 45.0 1 21 Beerbeer 7824
722 Ж 28.0 1 47 Fanta 3078
723 ж 87.0 4 16 Fanta 7175
724 M 97.0 2 51 Beerbeer 2215
725 "Не указан" 80.0 0 20 Fanta 4844
726 м 49.0 5 49 Bugbeer 417
727 ж 47.0 -1 41 Cola 945
728 - 88.0 4 73 "Strong beer" 5620
729 ж 81.0 -5 27 "Strong beer" 5207
730 - 26.0 3 74 Bugbeer 1428
731 ж 20.0 1 54 Cola 1736
732 Ж 78.0 0 44 "Strong beer" 9304
733 Ж 19.0 1 38 Cola 5321
734 Ж 9.0 -4 12 Fanta 9509
735 ж 23.0 0 66 Water 7237
736 Ж 39.0 3 68 Cola 4561
737 ж 10.0 4 64 "Strong beer" 1107
738 "Не указан" 20.0 4 77 Fanta 5683
739 "Не указан" 50.0 0 26 "Strong beer" 7532
740 ж 62.0 4 57 "Strong beer" 2397
741 Ж 35.0 2 41 Beerbeer 6667
742 ж 41.0 1 38 Fanta 549
743 "Не указан" 8.0 5 72 "Strong beer" 6872
744 - 6.0 5 20 Cola 6375
745 ж 41.0 5 19 Fanta 9271
746 Ж 35.0 0 59 "Strong beer" 4782
747 - 5.0 2 59 Water 4373
748 м 41.0 2 15 Cola 2105
749 - 3.0 4 38 "Strong beer" 8423
750 - 75.0 4 12 Fanta 6070
751 "Не указан"  2 38 "Strong beer" 9716
752 "Не указан" 71.0 0 68 Beerbeer 8328
753 "Не указан" 77.0 2 47 Fanta 9373
754 ж 8.0 5 53 "Strong beer" 3526
755 "Не указан" 35.0 4 77 "Strong beer" 3900
756 - 49.0 4 74 Cola 4643
757 ж 39.0 2 66 Fanta 6188
758 "Не указан" 23.0 -1 29 "Strong beer" 6218
759 ж 100.0 1 69 Bugbeer 5899
760 ж  0 51 Fanta 9583
761 "Не указан" 77.0 1 71 Cola 8595
762 - 63.0 1 37 Fanta 3610
763 - 81.0 4 35 Bugbeer 5751
764 M 35.0 0 80 Cola 8722
765 ж 19.0 5 12 Water 4773
766 м 46.0 3 53 Water 8216
767 Ж 0.0 4 29 Water 5915
768 "Не указан" 74.0 2 37 "Strong beer" 2623
769 - 97.0 5 15 Cola 7194
770 м 41.0 2 78 Cola 8802
771 "Не указан" 43.0 2 78 Water 9301
772 ж 25.0 2 56 Bugbeer 215
773 Ж  3 19 Fanta 1788
774 "Не указан" 41.0 1 11 Water 4238
775 м 92.0 5 41 Bugbeer 1119
776 ж 14.0 2 20 Water 2766
777 м 96.0 -2 61 Fanta 2507
778 ж 25.0 1 45 Cola 3997
779 Ж 17.0 4 42 Beerbeer 735
780 M 61.0 1 16 Cola 3483
781 ж 73.0 2 59 Water 7042
782 - 53.0 2 50 Beerbeer 4361
783 M 9.0 0 43 Water 8245
784 Ж 79.0 0 28 Bugbeer 2971
785 ж 76.0 4 77 Fanta 1106
786 м 84.0 5 59 Water 292
787 - 86.0 0 12 Water 7878
788 ж 42.0 3 10 Cola 6808
789 Ж 95.0 2 17 Water 6700
790 ж 45.0 0 12 Water 8314
791 ж 75.0 44855051 13 Cola 4230
792 м 5.0 0 35 Water 2841
793 - 97.0 1 35 Beerbeer 5016
794 -  3 59 Bugbeer 1378
795 Ж 43.0 4 31 Water 3586
796 м 79.0 3 34 Beerbeer 101
797 - 45.0 -4 49 Bugbeer 1392
798 "Не указан"  3 68 Water 9564
799 ж 57.0 2 36 Fanta 7189
800 ж 1.0 1 17 Cola 2579
801 -  4 14 Cola 4080
802 "Не указан" 31.0 0 67 Cola 6594
803 - 10.0 2 63 Fanta 9891
804 "Не указан" 42.0 1 64 Fanta 3837
805 Ж 45.0 2 18 Fanta 7273
806 ж 65.0 4 34 Water 1358
807 м 68.0 0 16 Water 1949
808 Ж 61.0 0 35 Cola 3094
809 ж 39.0 1 77 Beerbeer 558
810 M 98.0 1 36 "Strong beer" 1212
811 ж 4.0 5 65 Cola 2856
812 "Не указан" 51.0 3 36 "Strong beer" 314
813 Ж 6.0 0 55 "Strong beer" 7642
814 Ж 33.0 3 61 Bugbeer 526
815 Ж 87.0 1 29 Cola 1440
816 ж  2 42 "Strong beer" 9690
817 Ж 33.0 73666175 47 Beerbeer 3563
818 - 59.0 3 66 Fanta 6852
819 M 50.0 1 35 Cola 4258
820 Ж 95.0 3 49 Water 4335
821 M 53.0 0 75 Fanta 1354
822 M 64.0 4 68 Bugbeer 8153
823 Ж 35.0 3 75 "Strong beer" 1475
824 ж 56.0 4 34 Bugbeer 9438
825 ж 49.0 0 32 Bugbeer 8228
826 M 31.0 1 30 Cola 2903
827 M  5 75 Fanta 2475
828 ж 4.0 5 59 Bugbeer 7582
829 м 58.0 2 54 Bugbeer 5503
830 "Не указан" 76.0 2 68 "Strong beer" 6367
831 ж 68.0 89554204 51 Water 5316
832 Ж 6.0 2 33 Cola 6752
833 Ж 6.0 0 20 Fanta 7710
834 M  0 29 Bugbeer 4979
835 м 47.0 3 74 Water 280
836 Ж 32.0 2 25 Cola 2169
837 м 47.0 1 18 Fanta 9348
838 Ж 5.0 0 42 Fanta 9560
839 - 0.0 5 68 "Strong beer" 5618
840 ж 56.0 2 14 Fanta 1748
841 Ж 40.0 0 73 "Strong beer" 1171
842 Ж 47.0 3 22 "Strong beer" 784
843 Ж 12.0 3 45 Bugbeer 3038
844 - 96.0 5 23 Bugbeer 6779
845 - 72.0 2 38 Water 6267
846 M 63.0 4 36 Cola 9883
847 Ж 36.0 13162506 19 Cola 4548
848 - 87.0 3 15 Cola 2441
849 - 74.0 5 43 Fanta 1419
850 "Не указан" 0.0 2 48 Cola 962
851 - 21.0 3 49 Water 5061
852 - 76.0 2 47 "Strong beer" 3918
853 M 34.0 37107613 29 "Strong beer" 8076
854 - 31.0 3 48 Cola 1520
855 M 9.0 2 73 Water 5916
856 ж 12.0 0 70 Bugbeer 6542
857 м 31.0 4 11 Water 5575
858 M 79.0 4 14 Cola 6945
859 Ж 80.0 2 46 Bugbeer 2679
860 ж 9.0 1 25 "Strong beer" 5208
861 ж 0.0 1 19 Water 5512
862 "Не указан" 45.0 -4 56 Water 9037
863 "Не указан" 71.0 4 68 Fanta 9860
864 M 44.0 5 39 "Strong beer" 7256
865 м 40.0 4 50 Cola 662
866 Ж 21.0 -5 21 Water 1645
867 - 65.0 5 27 Bugbeer 9463
868 ж 98.0 4 52 Cola 8849
869 ж  3 71 Fanta 8259
870 M 41.0 5 36 "Strong beer" 3920
871 Ж 56.0 2 53 Beerbeer 7575
872 - 20.0 2 26 Fanta 415
873 M 11.0 2 30 "Strong beer" 9194
874 "Не указан" 59.0 3 64 Beerbeer 8830
875 ж 65.0 -6 72 Water 8687
876 Ж 39.0 5 66 Bugbeer 2309
877 Ж 53.0 2 73 Cola 3950
878 - 14.0 1 39 Bugbeer 9735
879 - 3.0 0 35 Beerbeer 8676
880 м 7.0 65826830 36 Cola 7154
881 "Не указан" 4.0 4 56 Water 7829
882 - 51.0 2 49 Beerbeer 7913
883 "Не указан" 22.0 4 42 Beerbeer 9288
884 M 64.0 65975203 52 Cola 2702
885 M 13.0 5 79 "Strong beer" 5173
886 м 83.0 45269894 10 Water 5943
887 - 64.0 3 62 Cola 6692
888 "Не указан" 85.0 2 19 Water 4011
889 M  2 37 Beerbeer 7902
890 ж 62.0 1 55 Bugbeer 3509
891 м 100.0 2 25 "Strong beer" 6490
892 м  3 22 Bugbeer 3403
893 - 86.0 1 16 Cola 7552
894 ж 77.0 5 49 Cola 9405
895 - 85.0 2 13 Fanta 5098
896 "Не указан" 45.0 -1 70 "Strong beer" 7718
897 ж  -3 10 Fanta 5174
898 ж 61.0 4 49 Beerbeer 8024
899 - 63.0 5 77 "Strong beer" 9470
900 м 30.0 5 61 Bugbeer 7651
901 ж 19.0 -4 46 "Strong beer" 9670
902 M 76.0 0 42 "Strong beer" 8593
903 "Не указан" 17.0 84641823 25 Beerbeer 7682
904 м 45.0 1 21 Fanta 899
905 ж 43.0 1 38 Beerbeer 4958
906 ж 72.0 1 13 Fanta 3232
907 Ж 55.0 1 49 Cola 7109
908 Ж 11.0 4 14 Fanta 4008
909 м 63.0 3 24 Cola 6286
910 Ж 66.0 2 37 "Strong beer" 2372
911 "Не указан" 52.0 1 20 Cola 1030
912 ж 31.0 5 65 Beerbeer 4194
913 "Не указан" 69.0 0 16 Water 9433
914 м 23.0 37549798 56 Water 9871
915 "Не указан" 76.0 0 26 Cola 9245
916 м 89.0 3 14 Cola 620
917 м 22.0 5 57 Fanta 6653
918 - 44.0 5 26 Beerbeer 3243
919 Ж 93.0 4 57 Fanta 7044
920 "Не указан" 44.0 3 49 Cola 743
921 Ж 93.0 3 57 Fanta 8897
922 M 21.0 0 62 "Strong beer" 1835
923 - 66.0 5 15 Fanta 4765
924 м 78.0 3 38 Cola 2723
925 ж 25.0 1 48 "Strong beer" 7903
926 ж 25.0 4 23 Cola 4617
927 "Не указан" 1.0 5 69 "Strong beer" 16
928 - 49.0 0 12 Fanta 2590
929 ж 51.0 1 63 Cola 3688
930 "Не указан" 88.0 1 51 Water 9717
931 M 69.0 4 57 Beerbeer 1140
932 Ж 33.0 3 59 Cola 9968
933 Ж 43.0 3 24 "Strong beer" 865
934 - 83.0 1 37 Fanta 8483
935 - 82.0 1 35 Beerbeer 3757
936 M 12.0 4 51 Fanta 8841
937 M 76.0 5 60 Water 2862
938 ж  4 24 "Strong beer" 4582
939 - 88.0 4 15 Water 552
940 - 89.0 2 18 Fanta 2249
941 Ж 57.0 1 34 Fanta 4646
942 м 47.0 3 42 Water 3733
943 ж 61.0 5 16 Water 525
944 "Не указан" 45.0 5 11 Cola 8069
945 Ж 80.0 0 70 Cola 2922
946 Ж 43.0 20164184 57 Bugbeer 6748
947 Ж 69.0 2 72 Bugbeer 3123
948 Ж 99.0 5 43 Water 8215
949 м 78.0 0 29 Cola 1570
950 м 95.0 2 26 Cola 8782
951 Ж 94.0 0 27 "Strong beer" 6995
952 - 26.0 2 62 Cola 4975
953 "Не указан" 29.0 3 45 "Strong beer" 5505
954 M 45.0 5 24 Water 5301
955 - 93.0 0 60 Water 2706
956 м 90.0 3 64 Beerbeer 7310
957 "Не указан" 34.0 3 21 Cola 6356
958 - 80.0 3 40 Fanta 96
959 - 90.0 5 25 Cola 6091
960 ж 93.0 2 19 Cola 6757
961 - 46.0 0 13 Water 4214
962 м 79.0 4 56 Beerbeer 8538
963 - 10.0 5 18 Cola 3557
964 Ж 83.0 3 10 Cola 5039
965 м 86.0 3 48 Beerbeer 4321
966 "Не указан" 41.0 2 76 Beerbeer 8653
967 M 0.0 3 32 Bugbeer 9655
968 ж 8.0 3 45 Bugbeer 2042
969 м  2 61 Water 3326
970 ж 89.0 5 52 Cola 4084
971 "Не указан" 90.0 2 34 Cola 8924
972 м 73.0 5 19 Fanta 2148
973 м 53.0 3 14 Fanta 2451
974 "Не указан" 63.0 0 62 Beerbeer 1355
975 Ж 62.0 0 33 Water 175
976 "Не указан" 59.0 3 79 "Strong beer" 275
977 M 55.0 5 80 Beerbeer 8977
978 ж 44.0 1 53 "Strong beer" 6668
979 Ж 53.0 4 13 Fanta 9338
980 м 15.0 2 47 Bugbeer 3205
981 - 85.0 4 69 Beerbeer 6105
982 "Не указан" 37.0 1 31 Beerbeer 1292
983 Ж 47.0 3 45 Beerbeer 7289
984 M 74.0 4 56 Water 7939
985 ж 89.0 66783075 68 Bugbeer 9511
986 M 0.0 -5 50 Beerbeer 9930
987 Ж 3.0 4 33 Beerbeer 6380
988 - 2.0 3 30 "Strong beer" 1471
989 м 52.0 3 30 Beerbeer 8366
990 - 21.0 3 38 "Strong beer" 9361
991 M 78.0 3 62 Bugbeer 8951
992 - 68.0 85294284 37 Fanta 701
993 M 82.0 3 57 Bugbeer 5558
994 ж 27.0 1 50 Beerbeer 2715
995 M 13.0 4 15 Cola 9951
996 - 36.0 5 37 Cola 7369
997 м 10.0 0 26 Fanta 1981
998 ж 13.0 63021810 61 Fanta 6284
999 м  84808435 48 Bugbeer 2531
1000 - 93.0 5 79 Bugbeer 9060
1001 "Не указан" 6.0 3 44 Fanta 4482
1002 м 73.0 4 48 "Strong beer" 1250
1003 Ж 72.0 5 56 Beerbeer 4598
1004 "Не указан" 69.0 5 76 Beerbeer 7446
1005 M 48.0 4 10 Fanta 4591
1006 "Не указан" 1.0 4 66 Bugbeer 2106
1007 ж  0 27 Beerbeer 8733
1008 м 49.0 5 57 "Strong beer" 5393
1009 "Не указан" 19.0 8184518 50 "Strong beer" 7061
1010 ж 52.0 3 48 Water 2454
1011 "Не указан" 87.0 88211801 54 Water 6551
1012 M 74.0 4 64 Cola 130
1013 Ж 26.0 3 73 Beerbeer 8568
1014 "Не указан" 91.0 5 79 Water 7850
1015 ж 21.0 4 69 Bugbeer 9669
1016 M 31.0 0 54 Beerbeer 40
1017 ж 5.0 -4 43 "Strong beer" 8832
1018 Ж 47.0 3 33 Fanta 2067
1019 - 53.0 -5 71 Water 3090
1020 M 69.0 5 76 "Strong beer" 4574
1021 "Не указан" 37.0 1 10 Water 8554
1022 "Не указан" 91.0 3 59 Cola 2871
1023 Мужчина 78.0 0 14 Fanta 4612
1024 M  0 76 Water 8926
1025 м 33.0 3 26 Fanta 9018
1026 "Не указан" 55.0 3 28 "Strong beer" 4849
1027 м 50.0 3 59 Fanta 6123
1028 м 74.0 0 32 Beerbeer 7394
1029 м 20.0 5 63 Cola 9558
1030 "Не указан" 28.0 4 62 Bugbeer 7842
1031 ж 15.0 5 59 Beerbeer 7972
1032 M 100.0 5 14 Water 6613
1033 "Не указан" 99.0 -6 34 Water 1944
1034 ж 24.0 2 34 Water 5978
1035 м 36.0 -2 45 Bugbeer 4951
1036 Ж 34.0 0 11 Cola 8107
1037 Ж 11.0 0 41 "Strong beer" 3379
1038 м 40.0 3 51 Water 2126
1039 M 48.0 3 40 Water 3127
1040 - 72.0 3 74 "Strong beer" 1531
1041 "Не указан" 1.0 0 67 Beerbeer 5199
1042 "Не указан" 22.0 3 39 Beerbeer 4602
1043 ж 50.0 1 24 Water 7222
1044 "Не указан" 34.0 0 19 Cola 6857
1045 ж 9.0 0 50 "Strong beer" 2707
1046 Ж 56.0 -6 70 Cola 6371
1047 Ж 22.0 0 40 Beerbeer 9273
1048 M 5.0 1 45 Cola 57
1049 "Не указан" 31.0 4 32 "Strong beer" 1908
1050 M 59.0 3 11 Fanta 2311
1051 м 96.0 3 61 Cola 977
1052 Ж 82.0 5 71 Bugbeer 6769
1053 м 90.0 2 68 Water 4976
1054 - 24.0 0 54 "Strong beer" 6464
1055 M 94.0 1 77 Cola 5254
1056 -  5 74 Cola 2545
1057 M 83.0 2 43 Cola 8723
1058 "Не указан" 68.0 4 58 Beerbeer 5144
1059 "Не указан" 78.0 2 46 Beerbeer 2261
1060 Ж 2.0 4 47 Fanta 648
1061 Ж 92.0 45438596 42 Water 6119
1062 ж 76.0 4 13 Fanta 8981
1063 ж 94.0 5 14 Cola 5251
1064 Ж 73.0 0 76 Fanta 2799
1065 - 65.0 5 36 Beerbeer 8553
1066 м 18.0 2 24 Fanta 5320
1067 M 24.0 0 30 Water 2386
1068 м 15.0 0 36 Cola 4534
1069 Ж 85.0 5 33 Fanta 888
1070 "Не указан" 97.0 2 58 Beerbeer 216
1071 Ж  0 44 Cola 6477
1072 M 5.0 4 80 Bugbeer 7529
1073 M 44.0 1 74 Water 1101
1074 - 36.0 5 54 Beerbeer 8808
1075 ж 31.0 69370845 53 Cola 6146
1076 M 99.0 3 19 Water 6720
1077 м 8.0 1 43 Cola 4208
1078 ж 32.0 0 77 Cola 65
1079 "Не указан" 61.0 3 10 Water 5901
1080 м 64.0 2 60 Beerbeer 2077
1081 ж 89.0 0 59 Beerbeer 7312
1082 м 49.0 2 37 Bugbeer 7131
1083 M 41.0 -4 22 "Strong beer" 3596
1084 ж 91.0 3 10 Water 4220
1085 M 57.0 5 27 "Strong beer" 9040
1086 "Не указан" 93.0 3 21 Beerbeer 5754
1087 ж 2.0 0 75 "Strong beer" 6938
1088 "Не указан" 40.0 0 21 Beerbeer 6738
1089 Ж 55.0 2 71 Bugbeer 413
1090 - 85.0 1 30 Fanta 1671
1091 ж 63.0 0 17 Fanta 978
1092 Ж 96.0 1 41 Bugbeer 8070
1093 Ж 9.0 1 29 Water 4112
1094 Ж 86.0 3 60 Beerbeer 691
1095 Ж 9.0 4 20 Water 3785
1096 Ж 52.0 26951146 44 Fanta 2726
1097 - 46.0 4 15 Fanta 611
1098 м 99.0 5 52 Beerbeer 2995
1099 "Не указан" 38.0 5 44 Bugbeer 5797
1100 ж 82.0 3 61 Fanta 1075
1101 ж  1 72 Beerbeer 2837
1102 Ж 94.0 3 52 Water 2384
1103 Ж 41.0 0 72 Beerbeer 4728
1104 м 44.0 2 29 Fanta 1719
1105 M 11.0 4 13 Fanta 1093
1106 ж 58.0 5 69 "Strong beer" 4633
1107 "Не указан" 7.0 2 22 Cola 3737
1108 - 40.0 2 28 Water 8956
1109 Ж 29.0 4 70 Water 7008
1110 "Не указан" 31.0 5 37 Water 946
1111 Ж 20.0 2 19 Fanta 858
1112 Ж 21.0 5 36 Water 3961
1113 ж 16.0 22065106 69 Fanta 1334
1114 - 86.0 2 26 Beerbeer 8461
1115 Ж 76.0 3 12 Fanta 3266
1116 - 28.0 3 39 Beerbeer 7596
1117 M  0 16 Water 6258
1118 м 24.0 0 50 Water 4338
1119 м 92.0 3 78 Beerbeer 2242
1120 м 65.0 5 80 Fanta 9498
1121 Ж 82.0 1 33 Water 9120
1122 ж 16.0 2 44 Beerbeer 6287
1123 м 77.0 5 34 Fanta 4890
1124 ж 63.0 2 69 Beerbeer 9926
1125 м 18.0 5 60 Cola 6805
1126 "Не указан" 61.0 1 16 Fanta 6647
1127 ж 22.0 -4 60 "Strong beer" 1532
1128 Ж 30.0 3640002 63 Cola 7195
1129 ж 34.0 5 62 "Strong beer" 5847
1130 - 15.0 0 67 Water 4138
1131 ж  0 51 Cola 8198
1132 Ж 18.0 3 53 Water 3385
1133 M 77.0 5 73 Cola 6656
1134 - 60.0 5 80 Cola 1047
1135 Ж 80.0 4 57 Bugbeer 8293
1136 ж 79.0 73759842 51 Cola 70
1137 - 88.0 0 53 Beerbeer 6046
1138 ж 53.0 2 22 Bugbeer 4613
1139 - 98.0 -5 76 Bugbeer 9841
1140 M 44.0 0 50 Bugbeer 7094
1141 "Не указан" 52.0 5 73 "Strong beer" 3477
1142 "Не указан" 26.0 3 80 Cola 7753
1143 M 14.0 3 57 "Strong beer" 2409
1144 - 96.0 2 37 Bugbeer 3552
1145 M 77.0 0 24 Beerbeer 3330
1146 Ж  5 44 Cola 8939
1147 - 78.0 1 19 Water 9949
1148 Ж 84.0 0 13 Water 6726
1149 - 85.0 87848866 41 "Strong beer" 3418
1150 Ж 48.0 1 11 Cola 5720
1151 ж 92.0 2 19 Water 553
1152 M 5.0 1 54 Water 5383
1153 ж 63.0 2 24 "Strong beer" 5530
1154 ж  1 10 Water 594
1155 - 63.0 1 15 Fanta 5037
1156 Ж 39.0 5 50 "Strong beer" 4292
1157 м 51.0 5 76 Beerbeer 4939
1158 ж 21.0 1 32 Cola 6076
1159 "Не указан" 98.0 5 51 Fanta 4274
1160 Ж 68.0 3 10 Water 446
1161 - 66.0 3 23 Water 1856
1162 ж 65.0 3 73 Bugbeer 8768
1163 Ж 17.0 1 27 Fanta 9848
1164 Ж 12.0 5 60 Beerbeer 7472
1165 - 50.0 2 56 Fanta 9453
1166 Ж 99.0 39955771 42 Fanta 3638
1167 ж 11.0 1 37 Beerbeer 6030
1168 "Не указан" 9.0 4 60 "Strong beer" 9870
1169 м 21.0 2 74 Cola 2360
1170 "Не указан" 80.0 3 67 Beerbeer 2961
1171 - 93.0 54161514 13 Fanta 5684
1172 M 92.0 0 77 Water 1182
1173 ж 4.0 15280263 22 Bugbeer 295
1174 M 64.0 1 72 Cola 8134
1175 "Не указан" 14.0 1 14 Fanta 4366
1176 м 6.0 1 62 Cola 9988
1177 "Не указан" 48.0 4 25 Beerbeer 8342
1178 "Не указан" 37.0 4 50 Fanta 7800
1179 "Не указан" 74.0 2 47 Water 6429
1180 Ж 31.0 4 40 Fanta 1041
1181 Ж 11.0 5 63 Water 5233
1182 M 42.0 4 23 Cola 9973
1183 M 41.0 3 42 "Strong beer" 7374
1184 Ж 75.0 0 17 Fanta 6051
1185 Ж 90.0 4 64 Fanta 2358
1186 "Не указан" 89.0 0 29 Water 5077
1187 ж 34.0 1 37 Fanta 3830
1188 ж 83.0 5 20 Cola 7738
1189 "Не указан" 17.0 4 58 Water 4462
1190 ж 91.0 1 23 "Strong beer" 5230
1191 ж  28048629 61 Beerbeer 2733
1192 ж 70.0 0 17 Water 3317
1193 ж 40.0 2 11 Water 5728
1194 M  5 75 "Strong beer" 1020
1195 ж 76.0 1 13 Fanta 418
1196 Ж 8.0 5 60 Beerbeer 6950
1197 "Не указан" 57.0 5 24 Cola 2559
1198 м 90.0 3 60 Fanta 3986
1199 Ж 34.0 5 74 Bugbeer 6537
1200 M 71.0 4 33 Bugbeer 163
1201 ж 39.0 2 76 Cola 2921
1202 ж 52.0 5 18 Fanta 3276
1203 ж 73.0 3 36 Beerbeer 4828
1204 - 13.0 0 19 Water 1151
1205 ж 9.0 0 46 Cola 2219
1206 м 69.0 3 13 Cola 3053
1207 - 29.0 2 69 Beerbeer 7663
1208 M 15.0 0 30 Cola 8376
1209 м 36.0 4 31 "Strong beer" 5108
1210 м  2 21 Bugbeer 3777
1211 - 23.0 1 72 Fanta 6964
1212 ж 26.0 5 41 Beerbeer 8737
1213 "Не указан" 38.0 3 63 Bugbeer 2127
1214 "Не указан" 59.0 5 43 "Strong beer" 3636
1215 M 50.0 3 42 Fanta 6063
1216 M 79.0 5 56 Water 3061
1217 - 54.0 3 21 Water 7557
1218 M 62.0 2 32 Fanta 1480
1219 "Не указан" 42.0 2 60 Beerbeer 5958
1220 M  1 31 Bugbeer 9770
1221 м 33.0 5 37 Bugbeer 4956
1222 - 97.0 5 65 Bugbeer 6819
1223 ж 40.0 -2 34 Cola 7600
1224 ж  4 53 "Strong beer" 7277
1225 Ж  0 80 Cola 9686
1226 "Не указан" 81.0 15170433 34 Fanta 3402
1227 "Не указан" 46.0 2 17 Cola 9390
1228 Ж 66.0 80822050 48 "Strong beer" 8510
1229 ж 58.0 5 26 Fanta 2383
1230 "Не указан" 91.0 4 62 Bugbeer 2432
1231 м 55.0 5 30 "Strong beer" 1741
1232 M 47.0 1 26 Fanta 8628
1233 ж 35.0 2 27 Cola 9760
1234 Ж 14.0 2 25 Cola 6278
1235 ж 19.0 3 23 Water 8789
1236 "Не указан" 41.0 5 43 "Strong beer" 6213
1237 Ж 70.0 3 25 Cola 804
1238 "Не указан" 88.0 3 60 Water 6096
1239 -  2 56 Fanta 68
1240 - 71.0 1 46 Water 9192
1241 ж 53.0 0 22 Cola 3708
1242 Ж 43.0 -2 49 Fanta 2010
1243 м 6.0 3 41 Beerbeer 4207
1244 Ж 1.0 5 21 Cola 657
1245 м 6.0 1 70 Water 4694
1246 M 30.0 3 41 Bugbeer 4547
1247 "Не указан" 92.0 4 67 Cola 488
1248 - 99.0 0 18 Fanta 2064
1249 M 99.0 1 78 Bugbeer 8176
1250 "Не указан" 61.0 3 53 Water 2530
1251 M  3 19 Water 9368
1252 - 51.0 5 73 Bugbeer 5784
1253 M 25.0 5 71 Bugbeer 2287
1254 "Не указан" 32.0 2 19 Water 1424
1255 Ж 28.0 2 57 Cola 3762
1256 "Не указан" 55.0 1 19 Fanta 7659
1257 м 62.0 4 41 Cola 9992
1258 ж 27.0 1 33 Water 7944
1259 Ж 9.0 1 41 Beerbeer 4918
1260 ж 71.0 0 33 "Strong beer" 5922
1261 Ж 65.0 5 41 Bugbeer 3223
1262 - 55.0 3 41 "Strong beer" 7371
1263 - 30.0 5 29 Water 8364
1264 "Не указан" 42.0 1 44 "Strong beer" 8934
1265 "Не указан" 64.0 0 28 Beerbeer 3332
1266 "Не указан" 70.0 2 58 Water 3331
1267 - 21.0 1 58 Cola 9543
1268 "Не указан" 4.0 1 67 Water 2802
1269 M 18.0 2 48 Beerbeer 7408
1270 Ж 32.0 4 13 Fanta 1137
1271 "Не указан" 8.0 2 47 Bugbeer 3879
1272 - 78.0 4 54 Beerbeer 1213
1273 "Не указан" 42.0 1 34 Cola 7162
1274 м 11.0 2 42 Water 9267
1275 - 26.0 4 51 Beerbeer 8227
1276 м 64.0 5 59 Water 7624
1277 м 29.0 2 42 Bugbeer 2850
1278 м 27.0 3 29 "Strong beer" 7982
1279 M 37.0 0 28 "Strong beer" 9144
1280 "Не указан" 0.0 1 73 Fanta 5060
1281 Ж 38.0 1 29 Water 6559
1282 "Не указан" 90.0 -4 35 Beerbeer 35
1283 ж 59.0 2 59 Cola 7967
